id,pred_binaria,pred_label
39268,0,Sem falha
39269,0,Sem falha
39270,0,Sem falha
39271,0,Sem falha
39272,0,Sem falha
39273,0,Sem falha
39274,0,Sem falha
39275,0,Sem falha
39276,0,Sem falha
39277,1,Falha
39278,0,Sem falha
39279,0,Sem falha
39280,0,Sem falha
39281,1,Falha
39282,0,Sem falha
39283,0,Sem falha
39284,0,Sem falha
39285,1,Falha
39286,1,Falha
39287,0,Sem falha
39288,0,Sem falha
39289,0,Sem falha
39290,0,Sem falha
39291,1,Falha
39292,1,Falha
39293,1,Falha
39294,0,Sem falha
39295,0,Sem falha
39296,0,Sem falha
39297,0,Sem falha
39298,1,Falha
39299,0,Sem falha
39300,0,Sem falha
39301,0,Sem falha
39302,0,Sem falha
39303,1,Falha
39304,1,Falha
39305,0,Sem falha
39306,1,Falha
39307,0,Sem falha
39308,0,Sem falha
39309,1,Falha
39310,0,Sem falha
39311,0,Sem falha
39312,0,Sem falha
39313,0,Sem falha
39314,0,Sem falha
39315,0,Sem falha
39316,0,Sem falha
39317,0,Sem falha
39318,0,Sem falha
39319,0,Sem falha
39320,0,Sem falha
39321,0,Sem falha
39322,1,Falha
39323,0,Sem falha
39324,0,Sem falha
39325,0,Sem falha
39326,0,Sem falha
39327,1,Falha
39328,0,Sem falha
39329,0,Sem falha
39330,0,Sem falha
39331,1,Falha
39332,0,Sem falha
39333,0,Sem falha
39334,1,Falha
39335,0,Sem falha
39336,1,Falha
39337,1,Falha
39338,0,Sem falha
39339,0,Sem falha
39340,1,Falha
39341,1,Falha
39342,0,Sem falha
39343,1,Falha
39344,0,Sem falha
39345,0,Sem falha
39346,0,Sem falha
39347,0,Sem falha
39348,0,Sem falha
39349,1,Falha
39350,0,Sem falha
39351,1,Falha
39352,0,Sem falha
39353,0,Sem falha
39354,1,Falha
39355,0,Sem falha
39356,0,Sem falha
39357,0,Sem falha
39358,0,Sem falha
39359,0,Sem falha
39360,0,Sem falha
39361,0,Sem falha
39362,0,Sem falha
39363,0,Sem falha
39364,0,Sem falha
39365,0,Sem falha
39366,0,Sem falha
39367,0,Sem falha
39368,0,Sem falha
39369,0,Sem falha
39370,0,Sem falha
39371,0,Sem falha
39372,1,Falha
39373,0,Sem falha
39374,0,Sem falha
39375,1,Falha
39376,0,Sem falha
39377,0,Sem falha
39378,0,Sem falha
39379,1,Falha
39380,1,Falha
39381,1,Falha
39382,1,Falha
39383,0,Sem falha
39384,0,Sem falha
39385,0,Sem falha
39386,1,Falha
39387,0,Sem falha
39388,1,Falha
39389,0,Sem falha
39390,0,Sem falha
39391,0,Sem falha
39392,0,Sem falha
39393,0,Sem falha
39394,1,Falha
39395,0,Sem falha
39396,0,Sem falha
39397,0,Sem falha
39398,0,Sem falha
39399,0,Sem falha
39400,1,Falha
39401,1,Falha
39402,0,Sem falha
39403,0,Sem falha
39404,0,Sem falha
39405,0,Sem falha
39406,0,Sem falha
39407,0,Sem falha
39408,0,Sem falha
39409,0,Sem falha
39410,0,Sem falha
39411,1,Falha
39412,0,Sem falha
39413,0,Sem falha
39414,0,Sem falha
39415,0,Sem falha
39416,0,Sem falha
39417,0,Sem falha
39418,0,Sem falha
39419,1,Falha
39420,0,Sem falha
39421,0,Sem falha
39422,1,Falha
39423,0,Sem falha
39424,0,Sem falha
39425,0,Sem falha
39426,0,Sem falha
39427,0,Sem falha
39428,1,Falha
39429,0,Sem falha
39430,0,Sem falha
39431,0,Sem falha
39432,0,Sem falha
39433,0,Sem falha
39434,0,Sem falha
39435,0,Sem falha
39436,0,Sem falha
39437,0,Sem falha
39438,1,Falha
39439,0,Sem falha
39440,0,Sem falha
39441,0,Sem falha
39442,0,Sem falha
39443,0,Sem falha
39444,0,Sem falha
39445,0,Sem falha
39446,0,Sem falha
39447,0,Sem falha
39448,1,Falha
39449,1,Falha
39450,1,Falha
39451,1,Falha
39452,0,Sem falha
39453,0,Sem falha
39454,0,Sem falha
39455,0,Sem falha
39456,0,Sem falha
39457,0,Sem falha
39458,1,Falha
39459,0,Sem falha
39460,0,Sem falha
39461,1,Falha
39462,1,Falha
39463,0,Sem falha
39464,0,Sem falha
39465,0,Sem falha
39466,0,Sem falha
39467,1,Falha
39468,1,Falha
39469,0,Sem falha
39470,1,Falha
39471,0,Sem falha
39472,0,Sem falha
39473,0,Sem falha
39474,0,Sem falha
39475,1,Falha
39476,0,Sem falha
39477,0,Sem falha
39478,0,Sem falha
39479,0,Sem falha
39480,1,Falha
39481,0,Sem falha
39482,1,Falha
39483,1,Falha
39484,0,Sem falha
39485,0,Sem falha
39486,1,Falha
39487,0,Sem falha
39488,0,Sem falha
39489,1,Falha
39490,0,Sem falha
39491,0,Sem falha
39492,0,Sem falha
39493,1,Falha
39494,0,Sem falha
39495,1,Falha
39496,1,Falha
39497,0,Sem falha
39498,0,Sem falha
39499,0,Sem falha
39500,0,Sem falha
39501,0,Sem falha
39502,0,Sem falha
39503,0,Sem falha
39504,0,Sem falha
39505,1,Falha
39506,0,Sem falha
39507,1,Falha
39508,0,Sem falha
39509,0,Sem falha
39510,1,Falha
39511,0,Sem falha
39512,0,Sem falha
39513,0,Sem falha
39514,0,Sem falha
39515,0,Sem falha
39516,0,Sem falha
39517,0,Sem falha
39518,1,Falha
39519,0,Sem falha
39520,0,Sem falha
39521,0,Sem falha
39522,0,Sem falha
39523,1,Falha
39524,0,Sem falha
39525,0,Sem falha
39526,0,Sem falha
39527,0,Sem falha
39528,0,Sem falha
39529,0,Sem falha
39530,0,Sem falha
39531,1,Falha
39532,1,Falha
39533,1,Falha
39534,0,Sem falha
39535,0,Sem falha
39536,0,Sem falha
39537,1,Falha
39538,0,Sem falha
39539,0,Sem falha
39540,0,Sem falha
39541,0,Sem falha
39542,0,Sem falha
39543,0,Sem falha
39544,0,Sem falha
39545,0,Sem falha
39546,0,Sem falha
39547,0,Sem falha
39548,1,Falha
39549,1,Falha
39550,0,Sem falha
39551,0,Sem falha
39552,0,Sem falha
39553,0,Sem falha
39554,0,Sem falha
39555,0,Sem falha
39556,0,Sem falha
39557,0,Sem falha
39558,1,Falha
39559,0,Sem falha
39560,0,Sem falha
39561,0,Sem falha
39562,0,Sem falha
39563,1,Falha
39564,1,Falha
39565,0,Sem falha
39566,0,Sem falha
39567,1,Falha
39568,1,Falha
39569,1,Falha
39570,0,Sem falha
39571,0,Sem falha
39572,0,Sem falha
39573,0,Sem falha
39574,0,Sem falha
39575,0,Sem falha
39576,0,Sem falha
39577,0,Sem falha
39578,0,Sem falha
39579,0,Sem falha
39580,1,Falha
39581,1,Falha
39582,0,Sem falha
39583,0,Sem falha
39584,1,Falha
39585,0,Sem falha
39586,0,Sem falha
39587,1,Falha
39588,0,Sem falha
39589,0,Sem falha
39590,1,Falha
39591,0,Sem falha
39592,1,Falha
39593,0,Sem falha
39594,0,Sem falha
39595,0,Sem falha
39596,1,Falha
39597,0,Sem falha
39598,0,Sem falha
39599,0,Sem falha
39600,1,Falha
39601,0,Sem falha
39602,0,Sem falha
39603,0,Sem falha
39604,0,Sem falha
39605,1,Falha
39606,0,Sem falha
39607,1,Falha
39608,0,Sem falha
39609,1,Falha
39610,0,Sem falha
39611,0,Sem falha
39612,0,Sem falha
39613,0,Sem falha
39614,0,Sem falha
39615,0,Sem falha
39616,0,Sem falha
39617,1,Falha
39618,0,Sem falha
39619,0,Sem falha
39620,0,Sem falha
39621,0,Sem falha
39622,0,Sem falha
39623,0,Sem falha
39624,0,Sem falha
39625,0,Sem falha
39626,0,Sem falha
39627,0,Sem falha
39628,0,Sem falha
39629,0,Sem falha
39630,0,Sem falha
39631,0,Sem falha
39632,0,Sem falha
39633,0,Sem falha
39634,1,Falha
39635,0,Sem falha
39636,0,Sem falha
39637,0,Sem falha
39638,0,Sem falha
39639,0,Sem falha
39640,1,Falha
39641,1,Falha
39642,0,Sem falha
39643,0,Sem falha
39644,0,Sem falha
39645,0,Sem falha
39646,0,Sem falha
39647,1,Falha
39648,0,Sem falha
39649,0,Sem falha
39650,0,Sem falha
39651,0,Sem falha
39652,0,Sem falha
39653,1,Falha
39654,0,Sem falha
39655,0,Sem falha
39656,0,Sem falha
39657,0,Sem falha
39658,0,Sem falha
39659,0,Sem falha
39660,1,Falha
39661,0,Sem falha
39662,0,Sem falha
39663,0,Sem falha
39664,0,Sem falha
39665,0,Sem falha
39666,1,Falha
39667,0,Sem falha
39668,0,Sem falha
39669,0,Sem falha
39670,0,Sem falha
39671,0,Sem falha
39672,1,Falha
39673,1,Falha
39674,0,Sem falha
39675,1,Falha
39676,1,Falha
39677,1,Falha
39678,0,Sem falha
39679,1,Falha
39680,0,Sem falha
39681,0,Sem falha
39682,0,Sem falha
39683,0,Sem falha
39684,0,Sem falha
39685,0,Sem falha
39686,0,Sem falha
39687,1,Falha
39688,0,Sem falha
39689,1,Falha
39690,0,Sem falha
39691,1,Falha
39692,1,Falha
39693,1,Falha
39694,0,Sem falha
39695,0,Sem falha
39696,1,Falha
39697,0,Sem falha
39698,0,Sem falha
39699,1,Falha
39700,0,Sem falha
39701,0,Sem falha
39702,1,Falha
39703,0,Sem falha
39704,1,Falha
39705,0,Sem falha
39706,1,Falha
39707,0,Sem falha
39708,0,Sem falha
39709,0,Sem falha
39710,0,Sem falha
39711,0,Sem falha
39712,0,Sem falha
39713,0,Sem falha
39714,1,Falha
39715,1,Falha
39716,1,Falha
39717,0,Sem falha
39718,0,Sem falha
39719,0,Sem falha
39720,1,Falha
39721,0,Sem falha
39722,1,Falha
39723,0,Sem falha
39724,0,Sem falha
39725,0,Sem falha
39726,1,Falha
39727,0,Sem falha
39728,1,Falha
39729,0,Sem falha
39730,0,Sem falha
39731,0,Sem falha
39732,0,Sem falha
39733,0,Sem falha
39734,0,Sem falha
39735,0,Sem falha
39736,0,Sem falha
39737,0,Sem falha
39738,0,Sem falha
39739,1,Falha
39740,0,Sem falha
39741,0,Sem falha
39742,0,Sem falha
39743,0,Sem falha
39744,0,Sem falha
39745,0,Sem falha
39746,1,Falha
39747,0,Sem falha
39748,1,Falha
39749,1,Falha
39750,0,Sem falha
39751,0,Sem falha
39752,0,Sem falha
39753,0,Sem falha
39754,0,Sem falha
39755,1,Falha
39756,0,Sem falha
39757,1,Falha
39758,0,Sem falha
39759,0,Sem falha
39760,0,Sem falha
39761,0,Sem falha
39762,0,Sem falha
39763,0,Sem falha
39764,0,Sem falha
39765,1,Falha
39766,0,Sem falha
39767,0,Sem falha
39768,0,Sem falha
39769,1,Falha
39770,0,Sem falha
39771,1,Falha
39772,0,Sem falha
39773,0,Sem falha
39774,0,Sem falha
39775,0,Sem falha
39776,1,Falha
39777,0,Sem falha
39778,0,Sem falha
39779,0,Sem falha
39780,1,Falha
39781,1,Falha
39782,0,Sem falha
39783,1,Falha
39784,0,Sem falha
39785,0,Sem falha
39786,0,Sem falha
39787,0,Sem falha
39788,0,Sem falha
39789,0,Sem falha
39790,0,Sem falha
39791,0,Sem falha
39792,0,Sem falha
39793,0,Sem falha
39794,0,Sem falha
39795,0,Sem falha
39796,0,Sem falha
39797,0,Sem falha
39798,0,Sem falha
39799,1,Falha
39800,0,Sem falha
39801,0,Sem falha
39802,0,Sem falha
39803,0,Sem falha
39804,0,Sem falha
39805,1,Falha
39806,0,Sem falha
39807,0,Sem falha
39808,0,Sem falha
39809,1,Falha
39810,0,Sem falha
39811,0,Sem falha
39812,0,Sem falha
39813,0,Sem falha
39814,0,Sem falha
39815,0,Sem falha
39816,1,Falha
39817,0,Sem falha
39818,0,Sem falha
39819,1,Falha
39820,1,Falha
39821,0,Sem falha
39822,0,Sem falha
39823,0,Sem falha
39824,0,Sem falha
39825,0,Sem falha
39826,1,Falha
39827,0,Sem falha
39828,0,Sem falha
39829,0,Sem falha
39830,0,Sem falha
39831,0,Sem falha
39832,0,Sem falha
39833,1,Falha
39834,1,Falha
39835,0,Sem falha
39836,0,Sem falha
39837,0,Sem falha
39838,0,Sem falha
39839,0,Sem falha
39840,0,Sem falha
39841,1,Falha
39842,0,Sem falha
39843,0,Sem falha
39844,0,Sem falha
39845,0,Sem falha
39846,0,Sem falha
39847,0,Sem falha
39848,0,Sem falha
39849,0,Sem falha
39850,0,Sem falha
39851,0,Sem falha
39852,0,Sem falha
39853,0,Sem falha
39854,1,Falha
39855,0,Sem falha
39856,0,Sem falha
39857,0,Sem falha
39858,1,Falha
39859,1,Falha
39860,0,Sem falha
39861,0,Sem falha
39862,0,Sem falha
39863,0,Sem falha
39864,0,Sem falha
39865,1,Falha
39866,0,Sem falha
39867,0,Sem falha
39868,0,Sem falha
39869,0,Sem falha
39870,0,Sem falha
39871,1,Falha
39872,0,Sem falha
39873,0,Sem falha
39874,0,Sem falha
39875,0,Sem falha
39876,1,Falha
39877,1,Falha
39878,0,Sem falha
39879,0,Sem falha
39880,0,Sem falha
39881,1,Falha
39882,0,Sem falha
39883,0,Sem falha
39884,0,Sem falha
39885,0,Sem falha
39886,0,Sem falha
39887,0,Sem falha
39888,0,Sem falha
39889,0,Sem falha
39890,1,Falha
39891,1,Falha
39892,0,Sem falha
39893,0,Sem falha
39894,0,Sem falha
39895,0,Sem falha
39896,0,Sem falha
39897,0,Sem falha
39898,0,Sem falha
39899,0,Sem falha
39900,0,Sem falha
39901,1,Falha
39902,1,Falha
39903,0,Sem falha
39904,1,Falha
39905,0,Sem falha
39906,0,Sem falha
39907,0,Sem falha
39908,0,Sem falha
39909,0,Sem falha
39910,0,Sem falha
39911,0,Sem falha
39912,0,Sem falha
39913,0,Sem falha
39914,0,Sem falha
39915,0,Sem falha
39916,0,Sem falha
39917,0,Sem falha
39918,0,Sem falha
39919,0,Sem falha
39920,0,Sem falha
39921,0,Sem falha
39922,1,Falha
39923,0,Sem falha
39924,0,Sem falha
39925,0,Sem falha
39926,0,Sem falha
39927,1,Falha
39928,1,Falha
39929,1,Falha
39930,0,Sem falha
39931,1,Falha
39932,0,Sem falha
39933,1,Falha
39934,0,Sem falha
39935,0,Sem falha
39936,0,Sem falha
39937,1,Falha
39938,0,Sem falha
39939,0,Sem falha
39940,0,Sem falha
39941,1,Falha
39942,1,Falha
39943,1,Falha
39944,0,Sem falha
39945,0,Sem falha
39946,0,Sem falha
39947,0,Sem falha
39948,1,Falha
39949,0,Sem falha
39950,0,Sem falha
39951,1,Falha
39952,0,Sem falha
39953,0,Sem falha
39954,0,Sem falha
39955,1,Falha
39956,0,Sem falha
39957,1,Falha
39958,1,Falha
39959,0,Sem falha
39960,0,Sem falha
39961,0,Sem falha
39962,0,Sem falha
39963,0,Sem falha
39964,1,Falha
39965,0,Sem falha
39966,1,Falha
39967,1,Falha
39968,0,Sem falha
39969,0,Sem falha
39970,0,Sem falha
39971,0,Sem falha
39972,1,Falha
39973,0,Sem falha
39974,0,Sem falha
39975,0,Sem falha
39976,0,Sem falha
39977,0,Sem falha
39978,0,Sem falha
39979,0,Sem falha
39980,1,Falha
39981,1,Falha
39982,0,Sem falha
39983,0,Sem falha
39984,0,Sem falha
39985,1,Falha
39986,0,Sem falha
39987,0,Sem falha
39988,0,Sem falha
39989,1,Falha
39990,0,Sem falha
39991,1,Falha
39992,0,Sem falha
39993,0,Sem falha
39994,1,Falha
39995,0,Sem falha
39996,0,Sem falha
39997,0,Sem falha
39998,1,Falha
39999,0,Sem falha
40000,1,Falha
40001,1,Falha
40002,0,Sem falha
40003,0,Sem falha
40004,0,Sem falha
40005,0,Sem falha
40006,1,Falha
40007,1,Falha
40008,0,Sem falha
40009,1,Falha
40010,0,Sem falha
40011,0,Sem falha
40012,0,Sem falha
40013,1,Falha
40014,1,Falha
40015,0,Sem falha
40016,1,Falha
40017,0,Sem falha
40018,0,Sem falha
40019,0,Sem falha
40020,0,Sem falha
40021,0,Sem falha
40022,0,Sem falha
40023,1,Falha
40024,0,Sem falha
40025,0,Sem falha
40026,0,Sem falha
40027,0,Sem falha
40028,0,Sem falha
40029,0,Sem falha
40030,1,Falha
40031,0,Sem falha
40032,1,Falha
40033,0,Sem falha
40034,1,Falha
40035,0,Sem falha
40036,1,Falha
40037,0,Sem falha
40038,0,Sem falha
40039,0,Sem falha
40040,0,Sem falha
40041,1,Falha
40042,0,Sem falha
40043,0,Sem falha
40044,0,Sem falha
40045,1,Falha
40046,0,Sem falha
40047,0,Sem falha
40048,0,Sem falha
40049,0,Sem falha
40050,0,Sem falha
40051,0,Sem falha
40052,0,Sem falha
40053,0,Sem falha
40054,0,Sem falha
40055,0,Sem falha
40056,0,Sem falha
40057,1,Falha
40058,0,Sem falha
40059,0,Sem falha
40060,0,Sem falha
40061,0,Sem falha
40062,0,Sem falha
40063,0,Sem falha
40064,1,Falha
40065,0,Sem falha
40066,0,Sem falha
40067,0,Sem falha
40068,0,Sem falha
40069,0,Sem falha
40070,0,Sem falha
40071,1,Falha
40072,0,Sem falha
40073,0,Sem falha
40074,0,Sem falha
40075,0,Sem falha
40076,0,Sem falha
40077,0,Sem falha
40078,0,Sem falha
40079,0,Sem falha
40080,0,Sem falha
40081,1,Falha
40082,0,Sem falha
40083,0,Sem falha
40084,0,Sem falha
40085,0,Sem falha
40086,0,Sem falha
40087,0,Sem falha
40088,0,Sem falha
40089,1,Falha
40090,0,Sem falha
40091,0,Sem falha
40092,0,Sem falha
40093,0,Sem falha
40094,1,Falha
40095,0,Sem falha
40096,0,Sem falha
40097,0,Sem falha
40098,1,Falha
40099,0,Sem falha
40100,0,Sem falha
40101,0,Sem falha
40102,1,Falha
40103,0,Sem falha
40104,1,Falha
40105,0,Sem falha
40106,0,Sem falha
40107,1,Falha
40108,1,Falha
40109,1,Falha
40110,1,Falha
40111,0,Sem falha
40112,0,Sem falha
40113,0,Sem falha
40114,1,Falha
40115,0,Sem falha
40116,1,Falha
40117,1,Falha
40118,0,Sem falha
40119,0,Sem falha
40120,0,Sem falha
40121,0,Sem falha
40122,1,Falha
40123,0,Sem falha
40124,0,Sem falha
40125,0,Sem falha
40126,0,Sem falha
40127,0,Sem falha
40128,0,Sem falha
40129,1,Falha
40130,0,Sem falha
40131,0,Sem falha
40132,0,Sem falha
40133,0,Sem falha
40134,0,Sem falha
40135,0,Sem falha
40136,0,Sem falha
40137,0,Sem falha
40138,0,Sem falha
40139,0,Sem falha
40140,0,Sem falha
40141,0,Sem falha
40142,0,Sem falha
40143,0,Sem falha
40144,1,Falha
40145,0,Sem falha
40146,0,Sem falha
40147,0,Sem falha
40148,0,Sem falha
40149,0,Sem falha
40150,1,Falha
40151,0,Sem falha
40152,1,Falha
40153,0,Sem falha
40154,1,Falha
40155,0,Sem falha
40156,1,Falha
40157,1,Falha
40158,0,Sem falha
40159,0,Sem falha
40160,0,Sem falha
40161,0,Sem falha
40162,0,Sem falha
40163,0,Sem falha
40164,0,Sem falha
40165,0,Sem falha
40166,1,Falha
40167,0,Sem falha
40168,0,Sem falha
40169,0,Sem falha
40170,0,Sem falha
40171,0,Sem falha
40172,1,Falha
40173,0,Sem falha
40174,1,Falha
40175,0,Sem falha
40176,0,Sem falha
40177,0,Sem falha
40178,1,Falha
40179,1,Falha
40180,1,Falha
40181,0,Sem falha
40182,1,Falha
40183,0,Sem falha
40184,0,Sem falha
40185,0,Sem falha
40186,1,Falha
40187,0,Sem falha
40188,0,Sem falha
40189,0,Sem falha
40190,0,Sem falha
40191,0,Sem falha
40192,0,Sem falha
40193,1,Falha
40194,0,Sem falha
40195,1,Falha
40196,1,Falha
40197,0,Sem falha
40198,1,Falha
40199,1,Falha
40200,0,Sem falha
40201,0,Sem falha
40202,0,Sem falha
40203,0,Sem falha
40204,0,Sem falha
40205,0,Sem falha
40206,0,Sem falha
40207,0,Sem falha
40208,0,Sem falha
40209,0,Sem falha
40210,0,Sem falha
40211,1,Falha
40212,0,Sem falha
40213,0,Sem falha
40214,0,Sem falha
40215,0,Sem falha
40216,0,Sem falha
40217,1,Falha
40218,0,Sem falha
40219,0,Sem falha
40220,1,Falha
40221,1,Falha
40222,0,Sem falha
40223,0,Sem falha
40224,0,Sem falha
40225,0,Sem falha
40226,0,Sem falha
40227,1,Falha
40228,0,Sem falha
40229,0,Sem falha
40230,0,Sem falha
40231,0,Sem falha
40232,1,Falha
40233,0,Sem falha
40234,0,Sem falha
40235,1,Falha
40236,0,Sem falha
40237,1,Falha
40238,1,Falha
40239,1,Falha
40240,0,Sem falha
40241,1,Falha
40242,0,Sem falha
40243,0,Sem falha
40244,0,Sem falha
40245,0,Sem falha
40246,0,Sem falha
40247,0,Sem falha
40248,1,Falha
40249,0,Sem falha
40250,1,Falha
40251,1,Falha
40252,0,Sem falha
40253,0,Sem falha
40254,0,Sem falha
40255,0,Sem falha
40256,0,Sem falha
40257,0,Sem falha
40258,0,Sem falha
40259,1,Falha
40260,1,Falha
40261,1,Falha
40262,0,Sem falha
40263,0,Sem falha
40264,1,Falha
40265,0,Sem falha
40266,1,Falha
40267,0,Sem falha
40268,1,Falha
40269,1,Falha
40270,0,Sem falha
40271,1,Falha
40272,0,Sem falha
40273,1,Falha
40274,0,Sem falha
40275,0,Sem falha
40276,0,Sem falha
40277,0,Sem falha
40278,0,Sem falha
40279,0,Sem falha
40280,0,Sem falha
40281,0,Sem falha
40282,1,Falha
40283,0,Sem falha
40284,0,Sem falha
40285,1,Falha
40286,0,Sem falha
40287,0,Sem falha
40288,0,Sem falha
40289,0,Sem falha
40290,0,Sem falha
40291,1,Falha
40292,0,Sem falha
40293,0,Sem falha
40294,0,Sem falha
40295,1,Falha
40296,0,Sem falha
40297,0,Sem falha
40298,0,Sem falha
40299,1,Falha
40300,0,Sem falha
40301,1,Falha
40302,0,Sem falha
40303,0,Sem falha
40304,1,Falha
40305,0,Sem falha
40306,0,Sem falha
40307,1,Falha
40308,0,Sem falha
40309,1,Falha
40310,0,Sem falha
40311,0,Sem falha
40312,0,Sem falha
40313,0,Sem falha
40314,0,Sem falha
40315,1,Falha
40316,0,Sem falha
40317,0,Sem falha
40318,0,Sem falha
40319,0,Sem falha
40320,0,Sem falha
40321,1,Falha
40322,1,Falha
40323,0,Sem falha
40324,0,Sem falha
40325,0,Sem falha
40326,1,Falha
40327,0,Sem falha
40328,0,Sem falha
40329,1,Falha
40330,1,Falha
40331,0,Sem falha
40332,0,Sem falha
40333,0,Sem falha
40334,0,Sem falha
40335,0,Sem falha
40336,0,Sem falha
40337,0,Sem falha
40338,0,Sem falha
40339,0,Sem falha
40340,0,Sem falha
40341,0,Sem falha
40342,1,Falha
40343,0,Sem falha
40344,0,Sem falha
40345,0,Sem falha
40346,1,Falha
40347,0,Sem falha
40348,0,Sem falha
40349,0,Sem falha
40350,0,Sem falha
40351,1,Falha
40352,0,Sem falha
40353,0,Sem falha
40354,1,Falha
40355,0,Sem falha
40356,0,Sem falha
40357,1,Falha
40358,0,Sem falha
40359,0,Sem falha
40360,0,Sem falha
40361,0,Sem falha
40362,0,Sem falha
40363,0,Sem falha
40364,0,Sem falha
40365,0,Sem falha
40366,1,Falha
40367,0,Sem falha
40368,0,Sem falha
40369,0,Sem falha
40370,1,Falha
40371,0,Sem falha
40372,1,Falha
40373,1,Falha
40374,0,Sem falha
40375,0,Sem falha
40376,0,Sem falha
40377,0,Sem falha
40378,0,Sem falha
40379,0,Sem falha
40380,0,Sem falha
40381,0,Sem falha
40382,0,Sem falha
40383,0,Sem falha
40384,0,Sem falha
40385,0,Sem falha
40386,1,Falha
40387,1,Falha
40388,0,Sem falha
40389,0,Sem falha
40390,1,Falha
40391,0,Sem falha
40392,0,Sem falha
40393,0,Sem falha
40394,0,Sem falha
40395,0,Sem falha
40396,0,Sem falha
40397,0,Sem falha
40398,0,Sem falha
40399,0,Sem falha
40400,1,Falha
40401,0,Sem falha
40402,1,Falha
40403,1,Falha
40404,0,Sem falha
40405,1,Falha
40406,1,Falha
40407,0,Sem falha
40408,1,Falha
40409,1,Falha
40410,0,Sem falha
40411,0,Sem falha
40412,0,Sem falha
40413,0,Sem falha
40414,0,Sem falha
40415,1,Falha
40416,0,Sem falha
40417,1,Falha
40418,1,Falha
40419,0,Sem falha
40420,1,Falha
40421,0,Sem falha
40422,0,Sem falha
40423,0,Sem falha
40424,0,Sem falha
40425,0,Sem falha
40426,0,Sem falha
40427,0,Sem falha
40428,0,Sem falha
40429,0,Sem falha
40430,0,Sem falha
40431,0,Sem falha
40432,1,Falha
40433,0,Sem falha
40434,0,Sem falha
40435,0,Sem falha
40436,0,Sem falha
40437,1,Falha
40438,0,Sem falha
40439,1,Falha
40440,1,Falha
40441,0,Sem falha
40442,1,Falha
40443,1,Falha
40444,0,Sem falha
40445,1,Falha
40446,1,Falha
40447,1,Falha
40448,1,Falha
40449,0,Sem falha
40450,0,Sem falha
40451,0,Sem falha
40452,0,Sem falha
40453,0,Sem falha
40454,0,Sem falha
40455,0,Sem falha
40456,0,Sem falha
40457,0,Sem falha
40458,0,Sem falha
40459,0,Sem falha
40460,1,Falha
40461,0,Sem falha
40462,0,Sem falha
40463,0,Sem falha
40464,1,Falha
40465,0,Sem falha
40466,1,Falha
40467,1,Falha
40468,1,Falha
40469,1,Falha
40470,0,Sem falha
40471,0,Sem falha
40472,1,Falha
40473,0,Sem falha
40474,1,Falha
40475,0,Sem falha
40476,1,Falha
40477,0,Sem falha
40478,0,Sem falha
40479,0,Sem falha
40480,0,Sem falha
40481,0,Sem falha
40482,1,Falha
40483,0,Sem falha
40484,0,Sem falha
40485,1,Falha
40486,1,Falha
40487,1,Falha
40488,1,Falha
40489,0,Sem falha
40490,0,Sem falha
40491,1,Falha
40492,0,Sem falha
40493,0,Sem falha
40494,1,Falha
40495,0,Sem falha
40496,1,Falha
40497,0,Sem falha
40498,0,Sem falha
40499,1,Falha
40500,0,Sem falha
40501,0,Sem falha
40502,0,Sem falha
40503,0,Sem falha
40504,0,Sem falha
40505,0,Sem falha
40506,0,Sem falha
40507,0,Sem falha
40508,1,Falha
40509,0,Sem falha
40510,0,Sem falha
40511,0,Sem falha
40512,0,Sem falha
40513,1,Falha
40514,1,Falha
40515,0,Sem falha
40516,1,Falha
40517,0,Sem falha
40518,0,Sem falha
40519,0,Sem falha
40520,0,Sem falha
40521,0,Sem falha
40522,1,Falha
40523,0,Sem falha
40524,0,Sem falha
40525,0,Sem falha
40526,0,Sem falha
40527,0,Sem falha
40528,0,Sem falha
40529,0,Sem falha
40530,1,Falha
40531,1,Falha
40532,0,Sem falha
40533,0,Sem falha
40534,1,Falha
40535,0,Sem falha
40536,1,Falha
40537,0,Sem falha
40538,0,Sem falha
40539,1,Falha
40540,0,Sem falha
40541,0,Sem falha
40542,0,Sem falha
40543,1,Falha
40544,0,Sem falha
40545,0,Sem falha
40546,0,Sem falha
40547,0,Sem falha
40548,0,Sem falha
40549,0,Sem falha
40550,1,Falha
40551,0,Sem falha
40552,0,Sem falha
40553,0,Sem falha
40554,1,Falha
40555,0,Sem falha
40556,1,Falha
40557,0,Sem falha
40558,0,Sem falha
40559,0,Sem falha
40560,0,Sem falha
40561,0,Sem falha
40562,1,Falha
40563,1,Falha
40564,0,Sem falha
40565,0,Sem falha
40566,0,Sem falha
40567,0,Sem falha
40568,0,Sem falha
40569,1,Falha
40570,0,Sem falha
40571,1,Falha
40572,1,Falha
40573,0,Sem falha
40574,0,Sem falha
40575,1,Falha
40576,0,Sem falha
40577,0,Sem falha
40578,0,Sem falha
40579,0,Sem falha
40580,0,Sem falha
40581,0,Sem falha
40582,1,Falha
40583,0,Sem falha
40584,0,Sem falha
40585,1,Falha
40586,0,Sem falha
40587,0,Sem falha
40588,0,Sem falha
40589,1,Falha
40590,0,Sem falha
40591,0,Sem falha
40592,1,Falha
40593,0,Sem falha
40594,0,Sem falha
40595,0,Sem falha
40596,1,Falha
40597,0,Sem falha
40598,1,Falha
40599,0,Sem falha
40600,1,Falha
40601,0,Sem falha
